;Library;Host;Host_taxid;OTU;NCBI_accession;Habitat;Habitat_labels;Site;Location;Longitude;Latitude;Date;OTU name;Family;NCBI_title;Genome;BLAST_matches
1507;PV078;Bromus sp;;WMoV;NC_003355;Wasteland;25 - fallow land;E4;Mondéjar;-3.131139;40.494167;['4/11/15', '27/10/16'];Tobamovirus 11;Virgaviridae;Wasabi mottle virus;(+)ssRNA;110.0
1508;PV080;Odontites luteus;691781;WMoV;NC_003355;Oak;11 - forest or woodland;Q4;Mondéjar;-3.137145;40.345348;['21/9/15', '27/10/16'];Tobamovirus 11;Virgaviridae;Wasabi mottle virus;(+)ssRNA;110.0
1509;PV084;Teucrium capitatum;1117667;WMoV;NC_003355;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['23/5/16', '10/5/17'];Tobamovirus 11;Virgaviridae;Wasabi mottle virus;(+)ssRNA;110.0
1510;PV213;Carduus bourgeanus;1338475;WMoV;NC_003355;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Tobamovirus 11;Virgaviridae;Wasabi mottle virus;(+)ssRNA;110.0
1511;PV262;Galium verum;462873;WMoV;NC_003355;Wasteland;25 - fallow land;E3;Ambite;-3.196057;40.089637;['1/2/16', '10/11/16'];Tobamovirus 11;Virgaviridae;Wasabi mottle virus;(+)ssRNA;110.0
1512;PV002;Convolvulus arvensis;4123;WMV;NC_006262;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1513;PV003;Cucumis melo;3656;WMV;NC_006262;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1514;PV003bgi;Cucumis melo;3656;WMV;NC_006262;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1515;PV004bgi;Cyperus longus;76433;WMV;NC_006262;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1516;PV005bgi;Artemisia herba alba;;WMV;NC_006262;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['8/9/15', '12/9/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1517;PV006bgi;Artemisia herba alba;;WMV;NC_006262;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['8/9/15', '12/9/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1518;PV007bgi;Teucrium pseudochamaepitys;1209883;WMV;NC_006262;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['8/9/15', '12/9/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1519;PV008bgi;Jasminum fruticans;310424;WMV;NC_006262;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['8/9/15', '12/9/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1520;PV009bgi;Quercus coccifera;58335;WMV;NC_006262;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['8/9/15', '12/9/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1521;PV010bgi;Quercus ilex;58334;WMV;NC_006262;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['8/9/15', '12/9/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1522;PV011;Portulaca oleraceae;;WMV;NC_006262;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1523;PV012bgi;Chenopodium album;3559;WMV;NC_006262;Crop;21 - field;M2;Villaconejos;-3.50304;40.050578;['16/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1524;PV015bgi;Cucumis melo;3656;WMV;NC_006262;Crop;21 - field;M2;Villaconejos;-3.50304;40.050578;['16/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1525;PV018bgi;Cucumis melo;3656;WMV;NC_006262;Crop;21 - field;M4;Villamanrique de Tajo;-3.182801;40.032298;['24/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1526;PV020bgi;Lithospermum arvense;181181;WMV;NC_006262;Crop;21 - field;M4;Villamanrique de Tajo;-3.182801;40.032298;['24/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1527;PV021bgi;Cucumis melo;3656;WMV;NC_006262;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1528;PV033;Amaranthus sp;;WMV;NC_006262;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1529;PV051;Lotus corniculatus;47247;WMV;NC_006262;Oak;11 - forest or woodland;Q4;Mondéjar;-3.137145;40.345348;['31/5/16', '3/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1530;PV061;Cucumis melo;3656;WMV;NC_006262;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['20/7/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1531;PV076;Verbascum sinuatum;1042526;WMV;NC_006262;Wasteland;25 - fallow land;E2;San Martín de la Vega;-3.536191;40.234966;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1532;PV092;Anchusa undulata;256482;WMV;NC_006262;Wasteland;25 - fallow land;E1;Aranjuez;-3.500323;40.059138;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1533;PV102;Asphodelus aestivus;49698;WMV;NC_006262;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1534;PV104;Dactylis glomerata;4509;WMV;NC_006262;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1535;PV105;Galium verum;462873;WMV;NC_006262;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1536;PV107;Quercus coccifera;58335;WMV;NC_006262;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1537;PV109;Reseda lutea;202615;WMV;NC_006262;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1538;PV110;Teucrium botrys;1209845;WMV;NC_006262;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1539;PV111;Teucrium pseudochamaepitys;1209883;WMV;NC_006262;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1540;PV112;Centranthus calcitrapae;183940;WMV;NC_006262;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1541;PV113;Carduus bourgeanus;1338475;WMV;NC_006262;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1542;PV130;Carduus bourgeanus;1338475;WMV;NC_006262;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1543;PV136;Lactuca serriola;75943;WMV;NC_006262;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1544;PV139;Rubia peregrina;29801;WMV;NC_006262;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1545;PV142;Convolvulus arvensis;4123;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1546;PV143;Diplotaxis erucoides;3732;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1547;PV147;Papaver rhoeas;33128;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1548;PV163;Lolium perenne;4522;WMV;NC_006262;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1549;PV167;Chenopodium album;3559;WMV;NC_006262;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1550;PV169;Galium verum;462873;WMV;NC_006262;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1551;PV172;Picris echioides;174463;WMV;NC_006262;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1552;PV173;Rubia peregrina;29801;WMV;NC_006262;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1553;PV175;Amaranthus sp;;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1554;PV182;Lactuca serriola;75943;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1555;PV198;Brachypodium retusum;52142;WMV;NC_006262;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1556;PV202;Conyza bonariensis;91242;WMV;NC_006262;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1557;PV207;Picris echioides;174463;WMV;NC_006262;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1558;PV212;Amaranthus sp;;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1559;PV213;Carduus bourgeanus;1338475;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1560;PV214;Convolvulus arvensis;4123;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1561;PV216;Cynodon dactylon;28909;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1562;PV218;Daucus sp;;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1563;PV219;Diplotaxis erucoides;3732;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1564;PV220;Eruca vesicaria;180536;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1565;PV221;Lactuca serriola;75943;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1566;PV224;Vicia sp;;WMV;NC_006262;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1567;PV356;Hordeum matritense;;WMV;NC_006262;Wasteland;25 - fallow land;E3;Ambite;-3.196057;40.089637;['31/5/16', '3/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1568;PV501;Bromus sp;;WMV;NC_006262;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1569;PV514;Diplotaxis erucoides;3732;WMV;NC_006262;Crop;21 - field;M3;Villamanrique de Tajo;-3.125;40.0459;['24/7/15'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1570;PV560;Teucrium chamaedrys;53176;WMV;NC_006262;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Potyvirus 19;Potyviridae;Watermelon mosaic virus;(+)ssRNA;570274.0
1571;PV018bgi;Cucumis melo;3656;WSMV;NC_001886;Crop;21 - field;M4;Villamanrique de Tajo;-3.182801;40.032298;['24/7/15'];Tritimovirus 1;Potyviridae;Wheat streak mosaic virus;(+)ssRNA;4.0
1572;PV118;Poaceae;4479;WYDV;;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];;;;;
1573;PV163;Lolium perenne;4522;WYDV;;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];;;;;
1574;PV503;Hordeum vulgare;4513;WYDV;;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];;;;;
1575;PV589;Hordeum vulgare;4513;WYDV;;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];;;;;
1576;PV015bgi;Cucumis melo;3656;YBMV;NC_016441;Crop;21 - field;M2;Villaconejos;-3.50304;40.050578;['16/7/15'];Potyvirus 20;Potyviridae;Yam bean mosaic virus;(+)ssRNA;8.0
1577;PV021bgi;Cucumis melo;3656;YBMV;NC_016441;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 20;Potyviridae;Yam bean mosaic virus;(+)ssRNA;8.0
1578;PV061;Cucumis melo;3656;YBMV;NC_016441;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['20/7/16'];Potyvirus 20;Potyviridae;Yam bean mosaic virus;(+)ssRNA;8.0
1579;PV003bgi;Cucumis melo;3656;YMV;NC_004752;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 21;Potyviridae;Yam mosaic virus;(+)ssRNA;54.0
1580;PV015bgi;Cucumis melo;3656;YMV;NC_004752;Crop;21 - field;M2;Villaconejos;-3.50304;40.050578;['16/7/15'];Potyvirus 21;Potyviridae;Yam mosaic virus;(+)ssRNA;54.0
1581;PV021bgi;Cucumis melo;3656;YMV;NC_004752;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 21;Potyviridae;Yam mosaic virus;(+)ssRNA;54.0
1582;PV060;Reseda lutea;202615;YMV;NC_004752;Wasteland;25 - fallow land;E4;Mondéjar;-3.131139;40.494167;['31/5/16', '3/5/17'];Potyvirus 21;Potyviridae;Yam mosaic virus;(+)ssRNA;54.0
1583;PV055;Thymus vulgaris;49992;YoMV;NC_004422;Oak;11 - forest or woodland;Q4;Mondéjar;-3.137145;40.345348;['31/5/16', '3/5/17'];Tobamovirus 12;Virgaviridae;Youcai mosaic virus;(+)ssRNA;6388.0
