#mOTU	consensus_taxonomy	NCBI_tax_id	PV070
ref_mOTU_v31_00436	Massilia alkalitolerans [Massilia sp. LC238/Massilia alkalitolerans]	286638	1
ref_mOTU_v31_01121	Methylobacterium sp. [Methylobacterium sp. Leaf86/Methylobacterium sp. Leaf91]	NA	1
ref_mOTU_v31_01141	Methylorubrum zatmanii/extorquens [Methylobacterium sp. Leaf90/Methylobacterium sp. Leaf92/Methylobacterium sp. Leaf119/Methylobacterium sp. Leaf121/Methylobacterium sp. Leaf122/Methylobacterium sp. Leaf123/Methylorubrum zatmanii/Methylorubrum extorquens/Methylobacterium sp. AMS5]	NA	1
ref_mOTU_v31_03148	uncultured Clostridium sp.	59620	61
ref_mOTU_v31_03324	Microbacterium paraoxydans [Microbacterium sp. CH1/Microbacterium sp. PAMC 28756/Microbacterium sp. LCT-H2/Microbacterium sp. LEMMJ01/Microbacterium paraoxydans]	199592	1
ref_mOTU_v31_03769	Planomicrobium glaciei	459472	1
ref_mOTU_v31_03890	Curtobacterium sp. UNCCL20	1502773	1
ref_mOTU_v31_04477	Rhodococcus sp. [Rhodococcus sp. UNC23MFCrub1.1/Rhodococcus sp. Leaf225/Rhodococcus sp. Leaf258]	NA	1
ref_mOTU_v31_04478	Rhodococcus sp. [Rhodococcus sp. MEB064/Rhodococcus sp. Leaf7/Rhodococcus sp. Leaf247]	NA	1
ref_mOTU_v31_05167	Microbacterium testaceum [Microbacterium sp. Leaf203/Microbacterium testaceum]	2033	1
ref_mOTU_v31_05300	Methylobacterium sp. [Methylobacterium sp. Leaf113/Methylobacterium sp. Leaf117]	NA	2
ref_mOTU_v31_05304	Curtobacterium sp. Leaf183	1736291	1
ref_mOTU_v31_05850	Nocardioides sp. [Nocardioides sp. REDSEA-S22_B2/Nocardioides sp. REDSEA-S30_B4/Nocardioides sp. REDSEA-S33_B3/Nocardioides sp. REDSEA-S34_B5/Nocardioides sp. REDSEA-S39_B2/Nocardioides sp. REDSEA-S40_B4/Nocardioides sp. REDSEA-S43_B3]	NA	1
ref_mOTU_v31_08096	Skermanella aerolata	393310	1
ref_mOTU_v31_10958	Catenuloplanes japonicus	33876	1
ext_mOTU_v31_18570	Comamonas species incertae sedis	NA	1
ext_mOTU_v31_18697	Lactobacillus species incertae sedis	NA	2
ext_mOTU_v31_18797	Rhodospirillaceae species incertae sedis	NA	1
ext_mOTU_v31_28231	Pseudonocardia species incertae sedis	NA	1
unassigned	unassigned	NA	1
