#mOTU	consensus_taxonomy	NCBI_tax_id	PV092
ref_mOTU_v31_00924	Erwinia pyrifoliae [Erwinia sp. Ejp617/Erwinia pyrifoliae]	79967	4
ref_mOTU_v31_02182	Chryseobacterium sp. Leaf201	1735672	1
ref_mOTU_v31_03148	uncultured Clostridium sp.	59620	2
ref_mOTU_v31_04743	Rhizobium sp. [Rhizobium sp. NFR12/Rhizobium sp. Leaf306/Rhizobium sp. Leaf321]	NA	1
ref_mOTU_v31_09235	Aureimonas sp. Leaf454	1736381	1
ref_mOTU_v31_11126	Nocardioides exalbidus	402596	1
unassigned	unassigned	NA	1
