#mOTU	consensus_taxonomy	NCBI_tax_id	PV138
ref_mOTU_v31_01336	Sphingomonas sp. [Sphingomonas sp. Ant20/Sphingomonas sp. FUKUSWIS1/Sphingomonas sp. Leaf226/Sphingomonas sp. Leaf30]	NA	1
ref_mOTU_v31_03148	uncultured Clostridium sp.	59620	1
