#mOTU	consensus_taxonomy	NCBI_tax_id	PV231
ref_mOTU_v31_00131	Pseudomonas sp. [Pseudomonas sp. MIACH/Pseudomonas sp. LAMO17WK12:I2/Pseudomonas sp. LAMO17WK12:I1/Pseudomonas grimontii/Pseudomonas sp. TKP/Pseudomonas sp. NFACC25/Pseudomonas sp. NFACC42-2/Pseudomonas sp. 1 R 17/Pseudomonas sp. 8 R 14/Pseudomonas sp. S3E12/Pseudomonas sp. PDC86/Pseudomonas fluorescens/Pseudomonas marginalis/Pseudomonas panacis/Pseudomonas extremaustralis/Pseudomonas veronii]	NA	1
ref_mOTU_v31_00133	 Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO2_12_60_38/Pseudomonadales bacterium RIFCSPLOWO2_12_FULL_59_450/Pseudomonas azotoformans/Pseudomonas canadensis/Pseudomonas extremorientalis/Pseudomonas fluorescens/Pseudomonas lactis/Pseudomonas libanensis/Pseudomonas marginalis/Pseudomonas paralactis/Pseudomonas simiae/Pseudomonas sp. 24 E 1/Pseudomonas sp. 24 R 17/Pseudomonas sp. 35 E 8/Pseudomonas sp. 52 E 6/Pseudomonas sp. 58 R 12/Pseudomonas sp. AP42/Pseudomonas sp. BRG-100/Pseudomonas sp. bs2935/Pseudomonas sp. BTN1/Pseudomonas sp. CBZ-4/Pseudomonas sp. CF150/Pseudomonas sp. CFT9/Pseudomonas sp. CHM02/Pseudomonas sp. Eur1 9.41/Pseudomonas sp. FH1/Pseudomonas sp. FSL W5-0203/Pseudomonas sp. ICMP 19500/Pseudomonas sp. MF6394/Pseudomonas sp. NBRC 111137/Pseudomonas sp. NBRC 111138/Pseudomonas sp. NFPP02/Pseudomonas sp. NFPP04/Pseudomonas sp. NFPP11/Pseudomonas sp. NFPP24/Pseudomonas sp. NFPP28/Pseudomonas sp. NFR02/Pseudomonas sp. NFR09/Pseudomonas sp. OV546/Pseudomonas sp. R81/Pseudomonas sp. Root569/Pseudomonas sp. Root9/Pseudomonas sp. S1E40/Pseudomonas sp. WCS374/Pseudomonas synxantha/Pseudomonas tolaasii/Pseudomonas trivialis]	NA	2
ref_mOTU_v31_00169	Pseudomonas sp. [Pseudomonas sp. R62/Pseudomonas sp. B10/Pseudomonas granadensis/Pseudomonas sp. PTA1/Pseudomonas sp. RIT-PI-o/Pseudomonas sp. Leaf434/Pseudomonas sp. Z003-0.4C(8344-21)/Pseudomonas koreensis/Pseudomonas fluorescens/Pseudomonas moraviensis]	NA	1
ref_mOTU_v31_00170	Pseudomonas fluorescens/putida [Pseudomonas sp. GM25/Pseudomonas sp. DR 5-09/Pseudomonas sp. NFIX49/Pseudomonas sp. NFIX46/Pseudomonas sp. MS586/Pseudomonas sp. R47(2017)/Pseudomonas sp. R45(2017)/Pseudomonas sp. R43(2017)/Pseudomonas sp. R41(2017)/Pseudomonas sp. R40(2017)/Pseudomonas sp. R39(2017)/Pseudomonas sp. R38(2017)/Pseudomonas sp. R36(2017)/Pseudomonas sp. R35(2017)/Pseudomonas sp. R34(2017)/Pseudomonas sp. R33(2017)/Pseudomonas sp. R32(2017)/Pseudomonas sp. R31(2017)/Pseudomonas sp. R24(2017)/Pseudomonas sp. R23(2017)/Pseudomonas sp. R22(2017)/Pseudomonas sp. R15(2017)/Pseudomonas sp. B40(2017)/Pseudomonas sp. B39(2017)/Pseudomonas sp. B38(2017)/Pseudomonas sp. B37(2017)/Pseudomonas sp. B36(2017)/Pseudomonas sp. B34(2017)/Pseudomonas sp. B33(2017)/Pseudomonas sp. B32(2017)/Pseudomonas sp. B31(2017)/Pseudomonas sp. B30(2017)/Pseudomonas sp. B29(2017)/Pseudomonas sp. B27(2017)/Pseudomonas sp. B26(2017)/Pseudomonas sp. B25(2017)/Pseudomonas sp. B21(2017)/Pseudomonas sp. B20(2017)/Pseudomonas sp. B1(2017)/Pseudomonas sp. B17(2017)/Pseudomonas sp. B16(2017)/Pseudomonas sp. B15(2017)/Pseudomonas fluorescens/Pseudomonas putida]	NA	4
ref_mOTU_v31_00498	Rhizobacter gummiphilus	946333	1
ref_mOTU_v31_01121	Methylobacterium sp. [Methylobacterium sp. Leaf86/Methylobacterium sp. Leaf91]	NA	1
ref_mOTU_v31_01160	Bosea sp. 67-29	1895723	1
ref_mOTU_v31_01342	Sphingomonas sp. Leaf20	1735685	1
ref_mOTU_v31_01410	Rhodococcus fascians [Rhodococcus sp. JG-3/Rhodococcus sp. PML026/Rhodococcus sp. PBTS 2/Rhodococcus sp. Leaf233/Rhodococcus fascians]	1828	1
ref_mOTU_v31_01726	Xanthomonas campestris	339	1
ref_mOTU_v31_01745	Exiguobacterium undae	169177	1
ref_mOTU_v31_03148	uncultured Clostridium sp.	59620	7
ref_mOTU_v31_04477	Rhodococcus sp. [Rhodococcus sp. UNC23MFCrub1.1/Rhodococcus sp. Leaf225/Rhodococcus sp. Leaf258]	NA	1
ref_mOTU_v31_04478	Rhodococcus sp. [Rhodococcus sp. MEB064/Rhodococcus sp. Leaf7/Rhodococcus sp. Leaf247]	NA	1
ref_mOTU_v31_04600	Chryseobacterium sp. [Chryseobacterium sp. YR005/Chryseobacterium sp. JAH]	NA	1
ref_mOTU_v31_05189	Chryseobacterium indoltheticum	254	1
ref_mOTU_v31_06631	Sphingomonas phyllosphaerae	257003	1
ref_mOTU_v31_09214	Pseudomonas sp. Leaf127	1736267	1
