#mOTU	consensus_taxonomy	NCBI_tax_id	PV078
ref_mOTU_v31_00050	Aeromonas sp. [Aeromonas sp. HZM/Aeromonas sp. 62-46/Aeromonas sanarellii/Aeromonas taiwanensis/Aeromonas hydrophila/Aeromonas caviae]	NA	1
ref_mOTU_v31_00128	Pseudomonas cedrina/orientalis [Pseudomonas sp. 24 E 13/Pseudomonas sp. 28 E 9/Pseudomonas sp. 31 R 17/Pseudomonas sp. 34 E 7/Pseudomonas sp. 37 R 15/Pseudomonas sp. 44 R 15/Pseudomonas cedrina/Pseudomonas orientalis]	NA	1
ref_mOTU_v31_00131	Pseudomonas sp. [Pseudomonas sp. MIACH/Pseudomonas sp. LAMO17WK12:I2/Pseudomonas sp. LAMO17WK12:I1/Pseudomonas grimontii/Pseudomonas sp. TKP/Pseudomonas sp. NFACC25/Pseudomonas sp. NFACC42-2/Pseudomonas sp. 1 R 17/Pseudomonas sp. 8 R 14/Pseudomonas sp. S3E12/Pseudomonas sp. PDC86/Pseudomonas fluorescens/Pseudomonas marginalis/Pseudomonas panacis/Pseudomonas extremaustralis/Pseudomonas veronii]	NA	1
ref_mOTU_v31_00133	 Pseudomonas sp. [Paraburkholderia insulsa/Pseudomonadales bacterium RIFCSPLOWO2_12_60_38/Pseudomonadales bacterium RIFCSPLOWO2_12_FULL_59_450/Pseudomonas azotoformans/Pseudomonas canadensis/Pseudomonas extremorientalis/Pseudomonas fluorescens/Pseudomonas lactis/Pseudomonas libanensis/Pseudomonas marginalis/Pseudomonas paralactis/Pseudomonas simiae/Pseudomonas sp. 24 E 1/Pseudomonas sp. 24 R 17/Pseudomonas sp. 35 E 8/Pseudomonas sp. 52 E 6/Pseudomonas sp. 58 R 12/Pseudomonas sp. AP42/Pseudomonas sp. BRG-100/Pseudomonas sp. bs2935/Pseudomonas sp. BTN1/Pseudomonas sp. CBZ-4/Pseudomonas sp. CF150/Pseudomonas sp. CFT9/Pseudomonas sp. CHM02/Pseudomonas sp. Eur1 9.41/Pseudomonas sp. FH1/Pseudomonas sp. FSL W5-0203/Pseudomonas sp. ICMP 19500/Pseudomonas sp. MF6394/Pseudomonas sp. NBRC 111137/Pseudomonas sp. NBRC 111138/Pseudomonas sp. NFPP02/Pseudomonas sp. NFPP04/Pseudomonas sp. NFPP11/Pseudomonas sp. NFPP24/Pseudomonas sp. NFPP28/Pseudomonas sp. NFR02/Pseudomonas sp. NFR09/Pseudomonas sp. OV546/Pseudomonas sp. R81/Pseudomonas sp. Root569/Pseudomonas sp. Root9/Pseudomonas sp. S1E40/Pseudomonas sp. WCS374/Pseudomonas synxantha/Pseudomonas tolaasii/Pseudomonas trivialis]	NA	1
ref_mOTU_v31_00137	Pseudomonas sp. [Pseudomonas sp. Os17/Pseudomonas sp. St29/Pseudomonas sp. NFPP16/Pseudomonas sp. NFPP15/Pseudomonas sp. NFPP14/Pseudomonas sp. NFPP13/Pseudomonas sp. NFPP12/Pseudomonas sp. NFPP10/Pseudomonas sp. NFPP09/Pseudomonas sp. NFPP08/Pseudomonas sp. NFPP05/Pseudomonas sp. NFPP19/Pseudomonas sp. NFPP18/Pseudomonas sp. NFPP17/Pseudomonas sp. NFPP25/Pseudomonas fluorescens/Pseudomonas protegens/Pseudomonas saponiphila]	NA	5
ref_mOTU_v31_00140	Pseudomonas chlororaphis [Pseudomonas sp. GM17/Pseudomonas sp. NFIX51/Pseudomonas sp. NFACC41-3/Pseudomonas sp. NFPP07/Pseudomonas sp. NFIX28/Pseudomonas chlororaphis]	587753	1
ref_mOTU_v31_00156	Pseudomonas vancouverensis	95300	1
ref_mOTU_v31_00167	Pseudomonas sp. [Pseudomonas sp. GM16/Pseudomonas sp. GM80/Pseudomonas sp. P1.31/Pseudomonas sp. RIT-PI-r/Pseudomonas sp. ok266/Pseudomonas koreensis/Pseudomonas fluorescens/Pseudomonas chlororaphis]	NA	1
ref_mOTU_v31_00169	Pseudomonas sp. [Pseudomonas sp. R62/Pseudomonas sp. B10/Pseudomonas granadensis/Pseudomonas sp. PTA1/Pseudomonas sp. RIT-PI-o/Pseudomonas sp. Leaf434/Pseudomonas sp. Z003-0.4C(8344-21)/Pseudomonas koreensis/Pseudomonas fluorescens/Pseudomonas moraviensis]	NA	10
ref_mOTU_v31_00354	Mycobacteroides franklinii	948102	1
ref_mOTU_v31_00385	Xylophilus sp. Leaf220	1735686	1
ref_mOTU_v31_00424	Janthinobacterium lividum [Janthinobacterium sp. RA13/Janthinobacterium sp. HH100/Janthinobacterium sp. HH102/Janthinobacterium sp. HH103/Janthinobacterium sp. HH104/Janthinobacterium sp. HH106/Janthinobacterium sp. HH107/Janthinobacterium sp. 344/Janthinobacterium sp. 551a/Janthinobacterium sp. 1_2014MBL_MicDiv/Janthinobacterium sp. KBS0711/Janthinobacterium sp. Ant5-2-1/Janthinobacterium sp. MP5059B/Janthinobacterium sp. OK676/Janthinobacterium sp. YR213/Janthinobacterium sp. TND4EL3/Janthinobacterium sp. LM6/Janthinobacterium sp. GW460W/Janthinobacterium sp. GW460P/Janthinobacterium sp. GW458P/Janthinobacterium sp. GW456W/Janthinobacterium sp. GW456P/Janthinobacterium lividum]	29581	1
